,Property,BuildingLaundryFeatures,CommonArea,,BuildingLaundryFeatures,CommonArea,Laundry facilities are in a common area.,Yes,Yes,
,Property,BuildingLaundryFeatures,DryCleaningService,,BuildingLaundryFeatures,DryCleaningService,"The building includes use of, or access to, a dry cleaning service.",Yes,Yes,
,Property,BuildingLaundryFeatures,ElectricDryerHookup,,BuildingLaundryFeatures,ElectricDryerHookup,Each unit has electric cloths dryer connections.,Yes,Yes,
,Property,BuildingLaundryFeatures,GasDryerHookup,,BuildingLaundryFeatures,GasDryerHookup,Each unit has gas cloths dryer connections.,Yes,Yes,
,Property,BuildingLaundryFeatures,InBasement,,BuildingLaundryFeatures,InBasement,Laundry is located in the basement.,Yes,Yes,
,Property,BuildingLaundryFeatures,InCarport,,BuildingLaundryFeatures,InCarport,Laundry is located in the carport.,Yes,Yes,
,Property,BuildingLaundryFeatures,InGarage,,BuildingLaundryFeatures,InGarage,Laundry is located in the garage.,Yes,Yes,
,Property,BuildingLaundryFeatures,InHall,,BuildingLaundryFeatures,InHall,Laundry is located in the hall.,Yes,Yes,
,Property,BuildingLaundryFeatures,Inside,,BuildingLaundryFeatures,Inside,Laundry is located indoor of the property.,Yes,Yes,
,Property,BuildingLaundryFeatures,InUnit,,BuildingLaundryFeatures,InUnit,Laundry is located indoors.,Yes,Yes,
,Property,BuildingLaundryFeatures,LaundryDropOffService,,BuildingLaundryFeatures,LaundryDropOffService,"The building includes use of, or access to, a laundry service.",Yes,Yes,
,Property,BuildingLaundryFeatures,LowerLevel,,BuildingLaundryFeatures,LowerLevel,Laundry is on the lower level of the building.,Yes,Yes,
,Property,BuildingLaundryFeatures,MainLevel,,BuildingLaundryFeatures,MainLevel,Laundry is on the main level of the building.,Yes,Yes,
,Property,BuildingLaundryFeatures,MultipleLocations,,BuildingLaundryFeatures,MultipleLocations,Laundry is in multiple locations.,Yes,Yes,
,Property,BuildingLaundryFeatures,None,,BuildingLaundryFeatures,None,There are no laundry features.,Yes,Yes,
,Property,BuildingLaundryFeatures,OnCommonFloor,,BuildingLaundryFeatures,OnCommonFloor,The building has laundry on common floor.,Yes,Yes,
,Property,BuildingLaundryFeatures,Other,,BuildingLaundryFeatures,Other,There are laundry features other than those in this list.,Yes,Yes,
,Property,BuildingLaundryFeatures,Outside,,BuildingLaundryFeatures,Outside,Laundry is located outside.,Yes,Yes,
,Property,BuildingLaundryFeatures,SeeRemarks,,BuildingLaundryFeatures,SeeRemarks,See remarks for additional information about laundry.,Yes,Yes,
,Property,BuildingLaundryFeatures,UpperLevel,,BuildingLaundryFeatures,UpperLevel,Laundry is on the upper level of the building.,Yes,Yes,
,Property,BuildingLaundryFeatures,WasherDryerInstallAllowed,,BuildingLaundryFeatures,WasherDryerInstallAllowed,The building rules allow washer and dryer to be installed in the units.,Yes,Yes,
,Property,BuildingLaundryFeatures,WasherHookup,,BuildingLaundryFeatures,WasherHookup,Each unit has a hookups for a cloths washer.,Yes,Yes,
,Property,BuildingParkingFeatures,AdditionalParking,,BuildingParkingFeatures,AdditionalParking,The property has additional parking.,Yes,Yes,
,Property,BuildingParkingFeatures,AlleyAccess,,BuildingParkingFeatures,AlleyAccess,The property has alley access.,Yes,Yes,
,Property,BuildingParkingFeatures,Asphalt,,BuildingParkingFeatures,Asphalt,The property has asphalt parking.,Yes,Yes,
,Property,BuildingParkingFeatures,Assigned,,BuildingParkingFeatures,Assigned,The property has assigned parking spaces.,Yes,Yes,
,Property,BuildingParkingFeatures,Attached,,BuildingParkingFeatures,Attached,The property has attached parking.,Yes,Yes,
,Property,BuildingParkingFeatures,AttachedCarport,,BuildingParkingFeatures,AttachedCarport,The property has an attached carport.,Yes,Yes,
,Property,BuildingParkingFeatures,AutomatedParkingSystem,,BuildingParkingFeatures,AutomatedParkingSystem,The property has an automated parking system.,Yes,Yes,
,Property,BuildingParkingFeatures,Basement,,BuildingParkingFeatures,Basement,"A basement garage is partially or mostly below grade, with its entrance level with the basement floor.",Yes,Yes,
,Property,BuildingParkingFeatures,Carport,,BuildingParkingFeatures,Carport,The property has a carport.,Yes,Yes,
,Property,BuildingParkingFeatures,CircularDriveway,,BuildingParkingFeatures,CircularDriveway,The property has a circular driveway.,Yes,Yes,
,Property,BuildingParkingFeatures,Common,,BuildingParkingFeatures,Common,The property has common/shared parking.,Yes,Yes,
,Property,BuildingParkingFeatures,CommunityStructure,,BuildingParkingFeatures,CommunityStructure,The property has a community parking structure.,Yes,Yes,
,Property,BuildingParkingFeatures,Concrete,,BuildingParkingFeatures,Concrete,The property has concrete paved parking.,Yes,Yes,
,Property,BuildingParkingFeatures,ConvertedGarage,,BuildingParkingFeatures,ConvertedGarage,The property has a converted garage.,Yes,Yes,
,Property,BuildingParkingFeatures,Covered,,BuildingParkingFeatures,Covered,The property has covered parking.,Yes,Yes,
,Property,BuildingParkingFeatures,Deck,,BuildingParkingFeatures,Deck,The property has deck for parking.,Yes,Yes,
,Property,BuildingParkingFeatures,Deeded,,BuildingParkingFeatures,Deeded,The property has deeded parking.,Yes,Yes,
,Property,BuildingParkingFeatures,Detached,,BuildingParkingFeatures,Detached,The property has detached parking.,Yes,Yes,
,Property,BuildingParkingFeatures,DetachedCarport,,BuildingParkingFeatures,DetachedCarport,The property has a detached carport.,Yes,Yes,
,Property,BuildingParkingFeatures,DirectAccess,,BuildingParkingFeatures,DirectAccess,The parking has direct access to the property or structure.,Yes,Yes,
,Property,BuildingParkingFeatures,DriveThrough,,BuildingParkingFeatures,DriveThrough,The property has drive through parking.,Yes,Yes,
,Property,BuildingParkingFeatures,Driveway,,BuildingParkingFeatures,Driveway,The property has a driveway.,Yes,Yes,
,Property,BuildingParkingFeatures,ElectricGate,,BuildingParkingFeatures,ElectricGate,The property has an electric gate.,Yes,Yes,
,Property,BuildingParkingFeatures,ElectricVehicleChargingStations,,BuildingParkingFeatures,ElectricVehicleChargingStations,The property has one or more electric vehicle charging station.,Yes,Yes,
,Property,BuildingParkingFeatures,Enclosed,,BuildingParkingFeatures,Enclosed,The property has enclosed parking.,Yes,Yes,
,Property,BuildingParkingFeatures,Garage,,BuildingParkingFeatures,Garage,The property has a garage.,Yes,Yes,
,Property,BuildingParkingFeatures,GarageDoorOpener,,BuildingParkingFeatures,GarageDoorOpener,The garage has an automatic garage door opener.,Yes,Yes,
,Property,BuildingParkingFeatures,GarageFacesFront,,BuildingParkingFeatures,GarageFacesFront,The property has garage that faces the front of the property.,Yes,Yes,
,Property,BuildingParkingFeatures,GarageFacesRear,,BuildingParkingFeatures,GarageFacesRear,The property has garage that faces the rear of the property.,Yes,Yes,
,Property,BuildingParkingFeatures,GarageFacesSide,,BuildingParkingFeatures,GarageFacesSide,The property has garage that faces the side of the property.,Yes,Yes,
,Property,BuildingParkingFeatures,Gated,,BuildingParkingFeatures,Gated,The property has gated parking.,Yes,Yes,
,Property,BuildingParkingFeatures,Gravel,,BuildingParkingFeatures,Gravel,The property has parking on gravel.,Yes,Yes,
,Property,BuildingParkingFeatures,Guest,,BuildingParkingFeatures,Guest,The property has guest parking.,Yes,Yes,
,Property,BuildingParkingFeatures,HeatedGarage,,BuildingParkingFeatures,HeatedGarage,The property has a heated garage.,Yes,Yes,
,Property,BuildingParkingFeatures,InsideEntrance,,BuildingParkingFeatures,InsideEntrance,The property has parking with an inside entrance.,Yes,Yes,
,Property,BuildingParkingFeatures,Leased,,BuildingParkingFeatures,Leased,The property has leased parking.,Yes,Yes,
,Property,BuildingParkingFeatures,Lighted,,BuildingParkingFeatures,Lighted,The property has lighted parking.,Yes,Yes,
,Property,BuildingParkingFeatures,NoGarage,,BuildingParkingFeatures,NoGarage,The property has no garage.,Yes,Yes,
,Property,BuildingParkingFeatures,None,,BuildingParkingFeatures,None,The property does not include parking or no parking is available.,Yes,Yes,
,Property,BuildingParkingFeatures,OffSite,,BuildingParkingFeatures,OffSite,The property has off site parking.,Yes,Yes,
,Property,BuildingParkingFeatures,OffStreet,,BuildingParkingFeatures,OffStreet,The property has off street parking.,Yes,Yes,
,Property,BuildingParkingFeatures,OnSite,,BuildingParkingFeatures,OnSite,The property has on site parking.,Yes,Yes,
,Property,BuildingParkingFeatures,OnStreet,,BuildingParkingFeatures,OnStreet,The property has on street parking only.,Yes,Yes,
,Property,BuildingParkingFeatures,Open,,BuildingParkingFeatures,Open,The property has open or unassigned parking.,Yes,Yes,
,Property,BuildingParkingFeatures,Other,,BuildingParkingFeatures,Other,The property has parking features other than those included in this list.,Yes,Yes,
,Property,BuildingParkingFeatures,Outside,,BuildingParkingFeatures,Outside,The property has outside parking which is not enclosed.,Yes,Yes,
,Property,BuildingParkingFeatures,Oversized,,BuildingParkingFeatures,Oversized,The property has parking for oversized vehicles.,Yes,Yes,
,Property,BuildingParkingFeatures,ParkingLot,,BuildingParkingFeatures,ParkingLot,The property has access to a parking lot.,Yes,Yes,
,Property,BuildingParkingFeatures,ParkingPad,,BuildingParkingFeatures,ParkingPad,The property has a parking pad.,Yes,Yes,
,Property,BuildingParkingFeatures,Paved,,BuildingParkingFeatures,Paved,The property has paved parking.,Yes,Yes,
,Property,BuildingParkingFeatures,PaverBlock,,BuildingParkingFeatures,PaverBlock,The property has parking on paver blocks.,Yes,Yes,
,Property,BuildingParkingFeatures,PermitRequired,,BuildingParkingFeatures,PermitRequired,Parking at the property or on the street requires a permit.,Yes,Yes,
,Property,BuildingParkingFeatures,Private,,BuildingParkingFeatures,Private,The property has private parking.,Yes,Yes,
,Property,BuildingParkingFeatures,RvGated,,BuildingParkingFeatures,RvGated,The property has gated parking for recreational vehicles.,Yes,Yes,
,Property,BuildingParkingFeatures,Secured,,BuildingParkingFeatures,Secured,The property has secure parking.,Yes,Yes,
,Property,BuildingParkingFeatures,SeeRemarks,,BuildingParkingFeatures,SeeRemarks,See remarks for additional information about parking.,Yes,Yes,
,Property,BuildingParkingFeatures,SharedDriveway,,BuildingParkingFeatures,SharedDriveway,The property has a shared driveway.,Yes,Yes,
,Property,BuildingParkingFeatures,SideBySide,,BuildingParkingFeatures,SideBySide,The property has side by side parking spaces.,Yes,Yes,
,Property,BuildingParkingFeatures,Storage,,BuildingParkingFeatures,Storage,The property has storage in the parking area.,Yes,Yes,
,Property,BuildingParkingFeatures,Tandem,,BuildingParkingFeatures,Tandem,The property has tandem parking.,Yes,Yes,
,Property,BuildingParkingFeatures,Unassigned,,BuildingParkingFeatures,Unassigned,The property has unassigned or open parking.,Yes,Yes,
,Property,BuildingParkingFeatures,Underground,,BuildingParkingFeatures,Underground,The property has underground parking.,Yes,Yes,
,Property,BuildingParkingFeatures,Unpaved,,BuildingParkingFeatures,Unpaved,The property has parking on an unpaved surface.,Yes,Yes,
,Property,BuildingParkingFeatures,Valet,,BuildingParkingFeatures,Valet,The property has valet parking available.,Yes,Yes,
,Property,BuildingParkingFeatures,VariesByUnit,,BuildingParkingFeatures,VariesByUnit,The parking varies from unit to unit.,Yes,Yes,
,Property,BuildingPatioAndPorchFeatures,BuildingPatio,,BuildingPatioAndPorchFeatures,BuildingPatio,The building contains a patio.,Yes,Yes,
,Property,BuildingPatioAndPorchFeatures,BuildingTerrace,,BuildingPatioAndPorchFeatures,BuildingTerrace,The building has a terrace.,Yes,Yes,
,Property,BuildingPatioAndPorchFeatures,Covered,,BuildingPatioAndPorchFeatures,Covered,The building has a covered patio or porch.,Yes,Yes,
,Property,BuildingPatioAndPorchFeatures,Deck,,BuildingPatioAndPorchFeatures,Deck,The building has a deck.,Yes,Yes,
,Property,BuildingPatioAndPorchFeatures,Enclosed,,BuildingPatioAndPorchFeatures,Enclosed,The building has an enclosed patio or porch.,Yes,Yes,
,Property,BuildingPatioAndPorchFeatures,FrontPorch,,BuildingPatioAndPorchFeatures,FrontPorch,The building has a front porch.,Yes,Yes,
,Property,BuildingPatioAndPorchFeatures,GlassEnclosed,,BuildingPatioAndPorchFeatures,GlassEnclosed,The building has a glass enclosed patio or porch.,Yes,Yes,
,Property,BuildingPatioAndPorchFeatures,None,,BuildingPatioAndPorchFeatures,None,The building has no patio or porch.,Yes,Yes,
,Property,BuildingPatioAndPorchFeatures,Other,,BuildingPatioAndPorchFeatures,Other,The building has a patio or porch feature other than what's included in this list.,Yes,Yes,
,Property,BuildingPatioAndPorchFeatures,Patio,,BuildingPatioAndPorchFeatures,Patio,The building has a patio.,Yes,Yes,
,Property,BuildingPatioAndPorchFeatures,Porch,,BuildingPatioAndPorchFeatures,Porch,The building has a porch.,Yes,Yes,
,Property,BuildingPatioAndPorchFeatures,RearPorch,,BuildingPatioAndPorchFeatures,RearPorch,The building has a rear porch.,Yes,Yes,
,Property,BuildingPatioAndPorchFeatures,Screened,,BuildingPatioAndPorchFeatures,Screened,The building has screened patio or porch.,Yes,Yes,
,Property,BuildingPatioAndPorchFeatures,SeeRemarks,,BuildingPatioAndPorchFeatures,SeeRemarks,See the remarks fields for more information on the building patio or porch features of the property.,Yes,Yes,
,Property,BuildingPatioAndPorchFeatures,SidePorch,,BuildingPatioAndPorchFeatures,SidePorch,The building has a side porch.,Yes,Yes,
,Property,BuildingPatioAndPorchFeatures,Terrace,,BuildingPatioAndPorchFeatures,Terrace,The building has a terrace.,Yes,Yes,
,Property,BuildingPatioAndPorchFeatures,WrapAround,,BuildingPatioAndPorchFeatures,WrapAround,The building has wrap around patio or porch.,Yes,Yes,
,Property,BuildingPetsAllowed,BuildingBreedRestrictions,,BuildingPetsAllowed,BuildingBreedRestrictions,The building policy indicates there is a breed restrictions on allowed pets in the building.,Yes,Yes,
,Property,BuildingPetsAllowed,BuildingCatsOK,,BuildingPetsAllowed,BuildingCatsOK,The building policy permits cats in the building.,Yes,Yes,
,Property,BuildingPetsAllowed,BuildingDogsOK,,BuildingPetsAllowed,BuildingDogsOK,The building policy permits dogs in the building.,Yes,Yes,
,Property,BuildingPetsAllowed,BuildingNo,,BuildingPetsAllowed,BuildingNo,The building policy do not allow any pets in the building.,Yes,Yes,
